,0,1,2,3,4,5
361,8,0.6666666666666666,QSAR-TID-12506,QSAR-TID-10980,3236,3277
362,8,0.8888888888888888,QSAR-TID-12752,QSAR-TID-11,3237,3050
363,8,0.6666666666666666,QSAR-TID-12752,QSAR-TID-10980,3237,3277
364,9,1.0,QSAR-TID-11902,QSAR-TID-11,3239,3050
365,8,0.6666666666666666,QSAR-TID-11902,QSAR-TID-10980,3239,3277
366,8,0.8888888888888888,QSAR-TID-10871,QSAR-TID-11,3240,3050
367,9,0.75,QSAR-TID-10871,QSAR-TID-10980,3240,3277
368,8,0.8888888888888888,QSAR-TID-101538,QSAR-TID-11,3241,3050
369,9,0.75,QSAR-TID-101538,QSAR-TID-10980,3241,3277
370,9,1.0,QSAR-TID-11558,QSAR-TID-11,3242,3050
371,8,0.6666666666666666,QSAR-TID-11558,QSAR-TID-10980,3242,3277
372,8,0.8888888888888888,QSAR-TID-193,QSAR-TID-11,3243,3050
373,8,0.6666666666666666,QSAR-TID-193,QSAR-TID-10980,3243,3277
374,8,0.8888888888888888,QSAR-TID-10701,QSAR-TID-11,3245,3050
375,9,0.75,QSAR-TID-10701,QSAR-TID-10980,3245,3277
376,8,0.8888888888888888,QSAR-TID-19623,QSAR-TID-11,3246,3050
377,8,0.6666666666666666,QSAR-TID-19623,QSAR-TID-10980,3246,3277
378,8,0.8888888888888888,QSAR-TID-12366,QSAR-TID-11,3247,3050
379,8,0.6666666666666666,QSAR-TID-12366,QSAR-TID-10980,3247,3277
380,8,0.8888888888888888,QSAR-TID-104499,QSAR-TID-11,3248,3050
381,9,0.75,QSAR-TID-104499,QSAR-TID-10980,3248,3277
382,9,1.0,QSAR-TID-11265,QSAR-TID-11,3249,3050
383,8,0.6666666666666666,QSAR-TID-11265,QSAR-TID-10980,3249,3277
384,8,0.8888888888888888,QSAR-TID-12967,QSAR-TID-11,3251,3050
385,8,0.6666666666666666,QSAR-TID-12967,QSAR-TID-10980,3251,3277
386,9,1.0,QSAR-TID-11104,QSAR-TID-11,3253,3050
387,8,0.6666666666666666,QSAR-TID-11104,QSAR-TID-10980,3253,3277
388,8,0.8888888888888888,QSAR-TID-101496,QSAR-TID-11,3254,3050
389,9,0.75,QSAR-TID-101496,QSAR-TID-10980,3254,3277
390,8,0.8888888888888888,QSAR-TID-12786,QSAR-TID-11,3255,3050
391,8,0.6666666666666666,QSAR-TID-12786,QSAR-TID-10980,3255,3277
392,8,0.8888888888888888,QSAR-TID-12688,QSAR-TID-11,3256,3050
393,8,0.6666666666666666,QSAR-TID-12688,QSAR-TID-10980,3256,3277
394,7,0.7777777777777778,QSAR-TID-236,QSAR-TID-11,3257,3050
395,7,0.5833333333333334,QSAR-TID-236,QSAR-TID-10980,3257,3277
396,8,0.8888888888888888,QSAR-TID-10628,QSAR-TID-11,3258,3050
397,9,0.75,QSAR-TID-10628,QSAR-TID-10980,3258,3277
398,7,0.7777777777777778,QSAR-TID-219,QSAR-TID-11,3259,3050
399,7,0.5833333333333334,QSAR-TID-219,QSAR-TID-10980,3259,3277
400,8,0.8888888888888888,QSAR-TID-100860,QSAR-TID-11,3260,3050
401,9,0.75,QSAR-TID-100860,QSAR-TID-10980,3260,3277
402,8,0.8888888888888888,QSAR-TID-101533,QSAR-TID-11,3261,3050
403,9,0.75,QSAR-TID-101533,QSAR-TID-10980,3261,3277
404,8,0.8888888888888888,QSAR-TID-12261,QSAR-TID-11,3262,3050
405,8,0.6666666666666666,QSAR-TID-12261,QSAR-TID-10980,3262,3277
406,8,0.8888888888888888,QSAR-TID-10019,QSAR-TID-11,3264,3050
407,9,0.75,QSAR-TID-10019,QSAR-TID-10980,3264,3277
408,8,0.8888888888888888,QSAR-TID-10906,QSAR-TID-11,3265,3050
409,10,0.8333333333333334,QSAR-TID-10906,QSAR-TID-10980,3265,3277
410,9,1.0,QSAR-TID-11169,QSAR-TID-11,3266,3050
411,8,0.6666666666666666,QSAR-TID-11169,QSAR-TID-10980,3266,3277
412,8,0.8888888888888888,QSAR-TID-17061,QSAR-TID-11,3267,3050
413,8,0.6666666666666666,QSAR-TID-17061,QSAR-TID-10980,3267,3277
414,8,0.8888888888888888,QSAR-TID-10461,QSAR-TID-11,3268,3050
415,9,0.75,QSAR-TID-10461,QSAR-TID-10980,3268,3277
416,9,1.0,QSAR-TID-11142,QSAR-TID-11,3269,3050
417,8,0.6666666666666666,QSAR-TID-11142,QSAR-TID-10980,3269,3277
418,8,0.8888888888888888,QSAR-TID-100624,QSAR-TID-11,3270,3050
419,9,0.75,QSAR-TID-100624,QSAR-TID-10980,3270,3277
420,8,0.8888888888888888,QSAR-TID-12169,QSAR-TID-11,3271,3050
421,8,0.6666666666666666,QSAR-TID-12169,QSAR-TID-10980,3271,3277
422,8,0.8888888888888888,QSAR-TID-100865,QSAR-TID-11,3272,3050
423,9,0.75,QSAR-TID-100865,QSAR-TID-10980,3272,3277
424,8,0.8888888888888888,QSAR-TID-102401,QSAR-TID-11,3273,3050
425,9,0.75,QSAR-TID-102401,QSAR-TID-10980,3273,3277
426,8,0.8888888888888888,QSAR-TID-12867,QSAR-TID-11,3274,3050
427,8,0.6666666666666666,QSAR-TID-12867,QSAR-TID-10980,3274,3277
428,8,0.8888888888888888,QSAR-TID-12944,QSAR-TID-11,3275,3050
429,8,0.6666666666666666,QSAR-TID-12944,QSAR-TID-10980,3275,3277
430,8,0.8888888888888888,QSAR-TID-101582,QSAR-TID-11,3276,3050
431,9,0.75,QSAR-TID-101582,QSAR-TID-10980,3276,3277
432,7,0.7777777777777778,QSAR-TID-61,QSAR-TID-11,3278,3050
433,7,0.5833333333333334,QSAR-TID-61,QSAR-TID-10980,3278,3277
434,8,0.8888888888888888,QSAR-TID-100044,QSAR-TID-11,3279,3050
435,9,0.75,QSAR-TID-100044,QSAR-TID-10980,3279,3277
436,8,0.8888888888888888,QSAR-TID-100956,QSAR-TID-11,3280,3050
437,9,0.75,QSAR-TID-100956,QSAR-TID-10980,3280,3277
438,8,0.8888888888888888,QSAR-TID-12895,QSAR-TID-11,3281,3050
439,8,0.6666666666666666,QSAR-TID-12895,QSAR-TID-10980,3281,3277
440,9,1.0,QSAR-TID-11758,QSAR-TID-11,3282,3050
441,8,0.6666666666666666,QSAR-TID-11758,QSAR-TID-10980,3282,3277
442,8,0.8888888888888888,QSAR-TID-101348,QSAR-TID-11,3283,3050
443,9,0.75,QSAR-TID-101348,QSAR-TID-10980,3283,3277
444,8,0.8888888888888888,QSAR-TID-18013,QSAR-TID-11,3284,3050
445,8,0.6666666666666666,QSAR-TID-18013,QSAR-TID-10980,3284,3277
446,8,0.8888888888888888,QSAR-TID-12485,QSAR-TID-11,3285,3050
447,8,0.6666666666666666,QSAR-TID-12485,QSAR-TID-10980,3285,3277
448,8,0.8888888888888888,QSAR-TID-12687,QSAR-TID-11,3286,3050
449,8,0.6666666666666666,QSAR-TID-12687,QSAR-TID-10980,3286,3277
450,9,1.0,QSAR-TID-11811,QSAR-TID-11,3287,3050
451,8,0.6666666666666666,QSAR-TID-11811,QSAR-TID-10980,3287,3277
452,7,0.7777777777777778,QSAR-TID-30015,QSAR-TID-11,3288,3050
453,7,0.5833333333333334,QSAR-TID-30015,QSAR-TID-10980,3288,3277
454,7,0.7777777777777778,QSAR-TID-20126,QSAR-TID-11,3290,3050
455,7,0.5833333333333334,QSAR-TID-20126,QSAR-TID-10980,3290,3277
456,8,0.8888888888888888,QSAR-TID-12887,QSAR-TID-11,3291,3050
457,8,0.6666666666666666,QSAR-TID-12887,QSAR-TID-10980,3291,3277
458,8,0.8888888888888888,QSAR-TID-19689,QSAR-TID-11,3292,3050
459,8,0.6666666666666666,QSAR-TID-19689,QSAR-TID-10980,3292,3277
460,8,0.8888888888888888,QSAR-TID-12569,QSAR-TID-11,3293,3050
461,8,0.6666666666666666,QSAR-TID-12569,QSAR-TID-10980,3293,3277
462,9,1.0,QSAR-TID-11524,QSAR-TID-11,3294,3050
463,8,0.6666666666666666,QSAR-TID-11524,QSAR-TID-10980,3294,3277
464,8,0.8888888888888888,QSAR-TID-12933,QSAR-TID-11,3295,3050
465,8,0.6666666666666666,QSAR-TID-12933,QSAR-TID-10980,3295,3277
466,9,1.0,QSAR-TID-11869,QSAR-TID-11,3296,3050
467,8,0.6666666666666666,QSAR-TID-11869,QSAR-TID-10980,3296,3277
468,7,0.7777777777777778,QSAR-TID-20122,QSAR-TID-11,3297,3050
469,7,0.5833333333333334,QSAR-TID-20122,QSAR-TID-10980,3297,3277
470,8,0.8888888888888888,QSAR-TID-12163,QSAR-TID-11,3298,3050
471,8,0.6666666666666666,QSAR-TID-12163,QSAR-TID-10980,3298,3277
472,8,0.8888888888888888,QSAR-TID-12641,QSAR-TID-11,3299,3050
473,8,0.6666666666666666,QSAR-TID-12641,QSAR-TID-10980,3299,3277
474,8,0.8888888888888888,QSAR-TID-12587,QSAR-TID-11,3300,3050
475,8,0.6666666666666666,QSAR-TID-12587,QSAR-TID-10980,3300,3277
476,8,0.8888888888888888,QSAR-TID-10909,QSAR-TID-11,3301,3050
477,10,0.8333333333333334,QSAR-TID-10909,QSAR-TID-10980,3301,3277
478,8,0.8888888888888888,QSAR-TID-17073,QSAR-TID-11,3302,3050
479,8,0.6666666666666666,QSAR-TID-17073,QSAR-TID-10980,3302,3277
480,8,0.8888888888888888,QSAR-TID-103451,QSAR-TID-11,3303,3050
481,9,0.75,QSAR-TID-103451,QSAR-TID-10980,3303,3277
482,7,0.7777777777777778,QSAR-TID-30022,QSAR-TID-11,3304,3050
483,7,0.5833333333333334,QSAR-TID-30022,QSAR-TID-10980,3304,3277
484,8,0.8888888888888888,QSAR-TID-134,QSAR-TID-11,3305,3050
485,8,0.6666666666666666,QSAR-TID-134,QSAR-TID-10980,3305,3277
486,8,0.8888888888888888,QSAR-TID-100854,QSAR-TID-11,3306,3050
487,9,0.75,QSAR-TID-100854,QSAR-TID-10980,3306,3277
488,8,0.8888888888888888,QSAR-TID-10498,QSAR-TID-11,3307,3050
489,9,0.75,QSAR-TID-10498,QSAR-TID-10980,3307,3277
490,8,0.8888888888888888,QSAR-TID-10938,QSAR-TID-11,3308,3050
491,10,0.8333333333333334,QSAR-TID-10938,QSAR-TID-10980,3308,3277
492,8,0.8888888888888888,QSAR-TID-10850,QSAR-TID-11,3309,3050
493,9,0.75,QSAR-TID-10850,QSAR-TID-10980,3309,3277
494,8,0.8888888888888888,QSAR-TID-100127,QSAR-TID-11,3311,3050
495,9,0.75,QSAR-TID-100127,QSAR-TID-10980,3311,3277
496,8,0.8888888888888888,QSAR-TID-10901,QSAR-TID-11,3312,3050
497,10,0.8333333333333334,QSAR-TID-10901,QSAR-TID-10980,3312,3277
498,7,0.7777777777777778,QSAR-TID-90,QSAR-TID-11,3315,3050
499,7,0.5833333333333334,QSAR-TID-90,QSAR-TID-10980,3315,3277
500,8,0.8888888888888888,QSAR-TID-12476,QSAR-TID-11,3316,3050
501,8,0.6666666666666666,QSAR-TID-12476,QSAR-TID-10980,3316,3277
502,8,0.8888888888888888,QSAR-TID-100976,QSAR-TID-11,3317,3050
503,9,0.75,QSAR-TID-100976,QSAR-TID-10980,3317,3277
504,7,0.7777777777777778,QSAR-TID-72,QSAR-TID-11,3318,3050
505,7,0.5833333333333334,QSAR-TID-72,QSAR-TID-10980,3318,3277
506,7,0.7777777777777778,QSAR-TID-20109,QSAR-TID-11,3319,3050
507,8,0.6666666666666666,QSAR-TID-20109,QSAR-TID-10980,3319,3277
508,8,0.8888888888888888,QSAR-TID-101411,QSAR-TID-11,3321,3050
509,9,0.75,QSAR-TID-101411,QSAR-TID-10980,3321,3277
510,8,0.8888888888888888,QSAR-TID-101338,QSAR-TID-11,3322,3050
511,9,0.75,QSAR-TID-101338,QSAR-TID-10980,3322,3277
512,7,0.7777777777777778,QSAR-TID-30035,QSAR-TID-11,3323,3050
513,7,0.5833333333333334,QSAR-TID-30035,QSAR-TID-10980,3323,3277
514,8,0.8888888888888888,QSAR-TID-100969,QSAR-TID-11,3324,3050
515,9,0.75,QSAR-TID-100969,QSAR-TID-10980,3324,3277
516,9,1.0,QSAR-TID-11055,QSAR-TID-11,3326,3050
517,8,0.6666666666666666,QSAR-TID-11055,QSAR-TID-10980,3326,3277
518,8,0.8888888888888888,QSAR-TID-101021,QSAR-TID-11,3327,3050
519,9,0.75,QSAR-TID-101021,QSAR-TID-10980,3327,3277
520,8,0.8888888888888888,QSAR-TID-12474,QSAR-TID-11,3328,3050
521,8,0.6666666666666666,QSAR-TID-12474,QSAR-TID-10980,3328,3277
522,8,0.8888888888888888,QSAR-TID-104138,QSAR-TID-11,3329,3050
523,9,0.75,QSAR-TID-104138,QSAR-TID-10980,3329,3277
524,8,0.8888888888888888,QSAR-TID-100851,QSAR-TID-11,3330,3050
525,9,0.75,QSAR-TID-100851,QSAR-TID-10980,3330,3277
526,8,0.8888888888888888,QSAR-TID-12755,QSAR-TID-11,3331,3050
527,8,0.6666666666666666,QSAR-TID-12755,QSAR-TID-10980,3331,3277
528,8,0.8888888888888888,QSAR-TID-10623,QSAR-TID-11,3333,3050
529,9,0.75,QSAR-TID-10623,QSAR-TID-10980,3333,3277
530,8,0.8888888888888888,QSAR-TID-127,QSAR-TID-11,3334,3050
531,8,0.6666666666666666,QSAR-TID-127,QSAR-TID-10980,3334,3277
532,9,1.0,QSAR-TID-11624,QSAR-TID-11,3335,3050
533,8,0.6666666666666666,QSAR-TID-11624,QSAR-TID-10980,3335,3277
534,8,0.8888888888888888,QSAR-TID-12998,QSAR-TID-11,3336,3050
535,8,0.6666666666666666,QSAR-TID-12998,QSAR-TID-10980,3336,3277
536,7,0.7777777777777778,QSAR-TID-47,QSAR-TID-11,3337,3050
537,7,0.5833333333333334,QSAR-TID-47,QSAR-TID-10980,3337,3277
538,8,0.8888888888888888,QSAR-TID-10782,QSAR-TID-11,3338,3050
539,9,0.75,QSAR-TID-10782,QSAR-TID-10980,3338,3277
540,8,0.8888888888888888,QSAR-TID-100864,QSAR-TID-11,3339,3050
541,9,0.75,QSAR-TID-100864,QSAR-TID-10980,3339,3277
542,7,0.7777777777777778,QSAR-TID-30048,QSAR-TID-11,3341,3050
543,7,0.5833333333333334,QSAR-TID-30048,QSAR-TID-10980,3341,3277
544,9,1.0,QSAR-TID-11691,QSAR-TID-11,3342,3050
545,8,0.6666666666666666,QSAR-TID-11691,QSAR-TID-10980,3342,3277
546,8,0.8888888888888888,QSAR-TID-14037,QSAR-TID-11,3343,3050
547,8,0.6666666666666666,QSAR-TID-14037,QSAR-TID-10980,3343,3277
548,7,0.7777777777777778,QSAR-TID-30017,QSAR-TID-11,3344,3050
549,7,0.5833333333333334,QSAR-TID-30017,QSAR-TID-10980,3344,3277
550,8,0.8888888888888888,QSAR-TID-17076,QSAR-TID-11,3345,3050
551,8,0.6666666666666666,QSAR-TID-17076,QSAR-TID-10980,3345,3277
552,8,0.8888888888888888,QSAR-TID-10244,QSAR-TID-11,3346,3050
553,9,0.75,QSAR-TID-10244,QSAR-TID-10980,3346,3277
554,8,0.8888888888888888,QSAR-TID-10373,QSAR-TID-11,3348,3050
555,9,0.75,QSAR-TID-10373,QSAR-TID-10980,3348,3277
556,7,0.7777777777777778,QSAR-TID-246,QSAR-TID-11,3349,3050
557,7,0.5833333333333334,QSAR-TID-246,QSAR-TID-10980,3349,3277
558,8,0.8888888888888888,QSAR-TID-168,QSAR-TID-11,3350,3050
559,8,0.6666666666666666,QSAR-TID-168,QSAR-TID-10980,3350,3277
560,8,0.8888888888888888,QSAR-TID-101552,QSAR-TID-11,3351,3050
561,9,0.75,QSAR-TID-101552,QSAR-TID-10980,3351,3277
562,8,0.8888888888888888,QSAR-TID-12673,QSAR-TID-11,3352,3050
563,8,0.6666666666666666,QSAR-TID-12673,QSAR-TID-10980,3352,3277
564,8,0.8888888888888888,QSAR-TID-12666,QSAR-TID-11,3353,3050
565,8,0.6666666666666666,QSAR-TID-12666,QSAR-TID-10980,3353,3277
566,7,0.7777777777777778,QSAR-TID-247,QSAR-TID-11,3354,3050
567,7,0.5833333333333334,QSAR-TID-247,QSAR-TID-10980,3354,3277
568,8,0.8888888888888888,QSAR-TID-10143,QSAR-TID-11,3355,3050
569,9,0.75,QSAR-TID-10143,QSAR-TID-10980,3355,3277
570,8,0.8888888888888888,QSAR-TID-12345,QSAR-TID-11,3357,3050
571,8,0.6666666666666666,QSAR-TID-12345,QSAR-TID-10980,3357,3277
572,8,0.8888888888888888,QSAR-TID-146,QSAR-TID-11,3358,3050
573,8,0.6666666666666666,QSAR-TID-146,QSAR-TID-10980,3358,3277
574,8,0.8888888888888888,QSAR-TID-10982,QSAR-TID-11,3359,3050
575,11,0.9166666666666666,QSAR-TID-10982,QSAR-TID-10980,3359,3277
576,8,0.8888888888888888,QSAR-TID-10544,QSAR-TID-11,3360,3050
577,9,0.75,QSAR-TID-10544,QSAR-TID-10980,3360,3277
578,8,0.8888888888888888,QSAR-TID-103071,QSAR-TID-11,3361,3050
579,9,0.75,QSAR-TID-103071,QSAR-TID-10980,3361,3277
580,8,0.8888888888888888,QSAR-TID-101252,QSAR-TID-11,3362,3050
581,9,0.75,QSAR-TID-101252,QSAR-TID-10980,3362,3277
582,8,0.8888888888888888,QSAR-TID-19905,QSAR-TID-11,3363,3050
583,8,0.6666666666666666,QSAR-TID-19905,QSAR-TID-10980,3363,3277
584,8,0.8888888888888888,QSAR-TID-10880,QSAR-TID-11,3364,3050
585,9,0.75,QSAR-TID-10880,QSAR-TID-10980,3364,3277
586,8,0.8888888888888888,QSAR-TID-10167,QSAR-TID-11,3365,3050
587,9,0.75,QSAR-TID-10167,QSAR-TID-10980,3365,3277
588,8,0.8888888888888888,QSAR-TID-10190,QSAR-TID-11,3366,3050
589,9,0.75,QSAR-TID-10190,QSAR-TID-10980,3366,3277
590,8,0.8888888888888888,QSAR-TID-12132,QSAR-TID-11,3367,3050
591,8,0.6666666666666666,QSAR-TID-12132,QSAR-TID-10980,3367,3277
592,7,0.7777777777777778,QSAR-TID-252,QSAR-TID-11,3368,3050
593,7,0.5833333333333334,QSAR-TID-252,QSAR-TID-10980,3368,3277
594,7,0.7777777777777778,QSAR-TID-20036,QSAR-TID-11,3370,3050
595,7,0.5833333333333334,QSAR-TID-20036,QSAR-TID-10980,3370,3277
596,8,0.8888888888888888,QSAR-TID-10502,QSAR-TID-11,3372,3050
597,9,0.75,QSAR-TID-10502,QSAR-TID-10980,3372,3277
598,8,0.8888888888888888,QSAR-TID-100155,QSAR-TID-11,3373,3050
599,9,0.75,QSAR-TID-100155,QSAR-TID-10980,3373,3277
600,9,1.0,QSAR-TID-11299,QSAR-TID-11,3374,3050
601,8,0.6666666666666666,QSAR-TID-11299,QSAR-TID-10980,3374,3277
602,9,1.0,QSAR-TID-11085,QSAR-TID-11,3375,3050
603,8,0.6666666666666666,QSAR-TID-11085,QSAR-TID-10980,3375,3277
604,8,0.8888888888888888,QSAR-TID-12186,QSAR-TID-11,3376,3050
605,8,0.6666666666666666,QSAR-TID-12186,QSAR-TID-10980,3376,3277
606,8,0.8888888888888888,QSAR-TID-101585,QSAR-TID-11,3377,3050
607,9,0.75,QSAR-TID-101585,QSAR-TID-10980,3377,3277
608,9,1.0,QSAR-TID-11084,QSAR-TID-11,3378,3050
609,8,0.6666666666666666,QSAR-TID-11084,QSAR-TID-10980,3378,3277
610,8,0.8888888888888888,QSAR-TID-101503,QSAR-TID-11,3379,3050
611,9,0.75,QSAR-TID-101503,QSAR-TID-10980,3379,3277
612,8,0.8888888888888888,QSAR-TID-101598,QSAR-TID-11,3380,3050
613,9,0.75,QSAR-TID-101598,QSAR-TID-10980,3380,3277
614,8,0.8888888888888888,QSAR-TID-17021,QSAR-TID-11,3381,3050
615,8,0.6666666666666666,QSAR-TID-17021,QSAR-TID-10980,3381,3277
616,8,0.8888888888888888,QSAR-TID-101045,QSAR-TID-11,3382,3050
617,9,0.75,QSAR-TID-101045,QSAR-TID-10980,3382,3277
618,8,0.8888888888888888,QSAR-TID-12718,QSAR-TID-11,3383,3050
619,8,0.6666666666666666,QSAR-TID-12718,QSAR-TID-10980,3383,3277
620,8,0.8888888888888888,QSAR-TID-12029,QSAR-TID-11,3385,3050
621,8,0.6666666666666666,QSAR-TID-12029,QSAR-TID-10980,3385,3277
622,8,0.8888888888888888,QSAR-TID-104385,QSAR-TID-11,3386,3050
623,9,0.75,QSAR-TID-104385,QSAR-TID-10980,3386,3277
624,9,1.0,QSAR-TID-11058,QSAR-TID-11,3387,3050
625,8,0.6666666666666666,QSAR-TID-11058,QSAR-TID-10980,3387,3277
626,8,0.8888888888888888,QSAR-TID-10501,QSAR-TID-11,3388,3050
627,9,0.75,QSAR-TID-10501,QSAR-TID-10980,3388,3277
628,8,0.8888888888888888,QSAR-TID-12788,QSAR-TID-11,3389,3050
629,8,0.6666666666666666,QSAR-TID-12788,QSAR-TID-10980,3389,3277
630,8,0.8888888888888888,QSAR-TID-100427,QSAR-TID-11,3390,3050
631,9,0.75,QSAR-TID-100427,QSAR-TID-10980,3390,3277
632,8,0.8888888888888888,QSAR-TID-100992,QSAR-TID-11,3391,3050
633,9,0.75,QSAR-TID-100992,QSAR-TID-10980,3391,3277
634,8,0.8888888888888888,QSAR-TID-100918,QSAR-TID-11,3392,3050
635,9,0.75,QSAR-TID-100918,QSAR-TID-10980,3392,3277
636,9,1.0,QSAR-TID-11105,QSAR-TID-11,3393,3050
637,8,0.6666666666666666,QSAR-TID-11105,QSAR-TID-10980,3393,3277
638,7,0.7777777777777778,QSAR-TID-20154,QSAR-TID-11,3394,3050
639,7,0.5833333333333334,QSAR-TID-20154,QSAR-TID-10980,3394,3277
640,9,1.0,QSAR-TID-11269,QSAR-TID-11,3396,3050
641,8,0.6666666666666666,QSAR-TID-11269,QSAR-TID-10980,3396,3277
642,8,0.8888888888888888,QSAR-TID-12703,QSAR-TID-11,3397,3050
643,8,0.6666666666666666,QSAR-TID-12703,QSAR-TID-10980,3397,3277
644,8,0.8888888888888888,QSAR-TID-10058,QSAR-TID-11,3398,3050
645,9,0.75,QSAR-TID-10058,QSAR-TID-10980,3398,3277
646,7,0.7777777777777778,QSAR-TID-20032,QSAR-TID-11,3399,3050
647,7,0.5833333333333334,QSAR-TID-20032,QSAR-TID-10980,3399,3277
648,9,1.0,QSAR-TID-11863,QSAR-TID-11,3400,3050
649,8,0.6666666666666666,QSAR-TID-11863,QSAR-TID-10980,3400,3277
650,8,0.8888888888888888,QSAR-TID-10494,QSAR-TID-11,3401,3050
651,9,0.75,QSAR-TID-10494,QSAR-TID-10980,3401,3277
652,9,1.0,QSAR-TID-11081,QSAR-TID-11,3402,3050
653,8,0.6666666666666666,QSAR-TID-11081,QSAR-TID-10980,3402,3277
654,7,0.7777777777777778,QSAR-TID-240,QSAR-TID-11,3403,3050
655,7,0.5833333333333334,QSAR-TID-240,QSAR-TID-10980,3403,3277
656,8,0.8888888888888888,QSAR-TID-10497,QSAR-TID-11,3404,3050
657,9,0.75,QSAR-TID-10497,QSAR-TID-10980,3404,3277
658,8,0.8888888888888888,QSAR-TID-101053,QSAR-TID-11,3405,3050
659,9,0.75,QSAR-TID-101053,QSAR-TID-10980,3405,3277
660,9,1.0,QSAR-TID-11870,QSAR-TID-11,3406,3050
661,8,0.6666666666666666,QSAR-TID-11870,QSAR-TID-10980,3406,3277
662,9,1.0,QSAR-TID-11977,QSAR-TID-11,3407,3050
663,8,0.6666666666666666,QSAR-TID-11977,QSAR-TID-10980,3407,3277
664,8,0.8888888888888888,QSAR-TID-17134,QSAR-TID-11,3409,3050
665,8,0.6666666666666666,QSAR-TID-17134,QSAR-TID-10980,3409,3277
666,8,0.8888888888888888,QSAR-TID-101152,QSAR-TID-11,3410,3050
667,9,0.75,QSAR-TID-101152,QSAR-TID-10980,3410,3277
668,8,0.8888888888888888,QSAR-TID-100859,QSAR-TID-11,3411,3050
669,9,0.75,QSAR-TID-100859,QSAR-TID-10980,3411,3277
670,9,1.0,QSAR-TID-11364,QSAR-TID-11,3412,3050
671,8,0.6666666666666666,QSAR-TID-11364,QSAR-TID-10980,3412,3277
672,8,0.8888888888888888,QSAR-TID-10056,QSAR-TID-11,3413,3050
673,9,0.75,QSAR-TID-10056,QSAR-TID-10980,3413,3277
674,8,0.8888888888888888,QSAR-TID-10209,QSAR-TID-11,3414,3050
675,9,0.75,QSAR-TID-10209,QSAR-TID-10980,3414,3277
676,8,0.8888888888888888,QSAR-TID-101300,QSAR-TID-11,3415,3050
677,9,0.75,QSAR-TID-101300,QSAR-TID-10980,3415,3277
678,8,0.8888888888888888,QSAR-TID-10648,QSAR-TID-11,3416,3050
679,9,0.75,QSAR-TID-10648,QSAR-TID-10980,3416,3277
680,8,0.8888888888888888,QSAR-TID-100436,QSAR-TID-11,3417,3050
681,9,0.75,QSAR-TID-100436,QSAR-TID-10980,3417,3277
682,8,0.8888888888888888,QSAR-TID-10368,QSAR-TID-11,3419,3050
683,9,0.75,QSAR-TID-10368,QSAR-TID-10980,3419,3277
684,8,0.8888888888888888,QSAR-TID-100069,QSAR-TID-11,3420,3050
685,9,0.75,QSAR-TID-100069,QSAR-TID-10980,3420,3277
686,9,1.0,QSAR-TID-11722,QSAR-TID-11,3421,3050
687,8,0.6666666666666666,QSAR-TID-11722,QSAR-TID-10980,3421,3277
688,8,0.8888888888888888,QSAR-TID-12593,QSAR-TID-11,3422,3050
689,8,0.6666666666666666,QSAR-TID-12593,QSAR-TID-10980,3422,3277
690,8,0.8888888888888888,QSAR-TID-101407,QSAR-TID-11,3423,3050
691,9,0.75,QSAR-TID-101407,QSAR-TID-10980,3423,3277
692,8,0.8888888888888888,QSAR-TID-10728,QSAR-TID-11,3424,3050
693,9,0.75,QSAR-TID-10728,QSAR-TID-10980,3424,3277
694,8,0.8888888888888888,QSAR-TID-10273,QSAR-TID-11,3425,3050
695,9,0.75,QSAR-TID-10273,QSAR-TID-10980,3425,3277
696,8,0.8888888888888888,QSAR-TID-10856,QSAR-TID-11,3426,3050
697,9,0.75,QSAR-TID-10856,QSAR-TID-10980,3426,3277
698,8,0.8888888888888888,QSAR-TID-10576,QSAR-TID-11,3427,3050
699,9,0.75,QSAR-TID-10576,QSAR-TID-10980,3427,3277
700,8,0.8888888888888888,QSAR-TID-12128,QSAR-TID-11,3428,3050
701,8,0.6666666666666666,QSAR-TID-12128,QSAR-TID-10980,3428,3277
702,9,1.0,QSAR-TID-11441,QSAR-TID-11,3429,3050
703,8,0.6666666666666666,QSAR-TID-11441,QSAR-TID-10980,3429,3277
704,8,0.8888888888888888,QSAR-TID-10262,QSAR-TID-11,3430,3050
705,9,0.75,QSAR-TID-10262,QSAR-TID-10980,3430,3277
706,8,0.8888888888888888,QSAR-TID-103441,QSAR-TID-11,3431,3050
707,9,0.75,QSAR-TID-103441,QSAR-TID-10980,3431,3277
708,9,1.0,QSAR-TID-11402,QSAR-TID-11,3432,3050
709,8,0.6666666666666666,QSAR-TID-11402,QSAR-TID-10980,3432,3277
710,8,0.8888888888888888,QSAR-TID-12824,QSAR-TID-11,3433,3050
711,8,0.6666666666666666,QSAR-TID-12824,QSAR-TID-10980,3433,3277
712,9,1.0,QSAR-TID-11692,QSAR-TID-11,3434,3050
713,8,0.6666666666666666,QSAR-TID-11692,QSAR-TID-10980,3434,3277
714,8,0.8888888888888888,QSAR-TID-101392,QSAR-TID-11,3436,3050
715,9,0.75,QSAR-TID-101392,QSAR-TID-10980,3436,3277
716,8,0.8888888888888888,QSAR-TID-102981,QSAR-TID-11,3437,3050
717,9,0.75,QSAR-TID-102981,QSAR-TID-10980,3437,3277
718,8,0.8888888888888888,QSAR-TID-12853,QSAR-TID-11,3438,3050
